"37.7658","-122.3978","2016-06-25T14:00","NO2","10.0","PPB"
"37.7658","-122.3978","2016-06-25T14:00","CO","0.5","PPM"
"37.7658","-122.3978","2016-06-25T15:00","PM2.5","13.7","UG/M3"
"37.7658","-122.3978","2016-06-25T15:00","OZONE","20.0","PPB"
"37.7658","-122.3978","2016-06-25T15:00","NO2","7.0","PPB"
"37.7658","-122.3978","2016-06-25T15:00","CO","0.42","PPM"
"37.7658","-122.3978","2016-06-25T16:00","PM2.5","13.6","UG/M3"
"37.7658","-122.3978","2016-06-25T16:00","OZONE","21.0","PPB"
"37.7658","-122.3978","2016-06-25T16:00","NO2","8.0","PPB"
"37.7658","-122.3978","2016-06-25T16:00","CO","0.45","PPM"
"37.7658","-122.3978","2016-06-25T17:00","PM2.5","13.7","UG/M3"
"37.7658","-122.3978","2016-06-25T17:00","OZONE","22.0","PPB"
"37.7658","-122.3978","2016-06-25T17:00","NO2","10.0","PPB"
"37.7658","-122.3978","2016-06-25T17:00","CO","0.51","PPM"
"37.7658","-122.3978","2016-06-25T18:00","PM2.5","13.6","UG/M3"
"37.7658","-122.3978","2016-06-25T18:00","OZONE","23.0","PPB"
"37.7658","-122.3978","2016-06-25T18:00","NO2","10.0","PPB"
"37.7658","-122.3978","2016-06-25T18:00","CO","0.53","PPM"
"37.7658","-122.3978","2016-06-25T19:00","PM2.5","13.7","UG/M3"
"37.7658","-122.3978","2016-06-25T19:00","OZONE","24.0","PPB"
"37.7658","-122.3978","2016-06-25T19:00","NO2","6.0","PPB"
"37.7658","-122.3978","2016-06-25T19:00","CO","0.46","PPM"
"37.7658","-122.3978","2016-06-25T20:00","PM2.5","13.4","UG/M3"
"37.7658","-122.3978","2016-06-25T20:00","OZONE","24.0","PPB"
"37.7658","-122.3978","2016-06-25T20:00","NO2","5.0","PPB"
"37.7658","-122.3978","2016-06-25T20:00","CO","0.46","PPM"
"37.7658","-122.3978","2016-06-25T21:00","PM2.5","13.4","UG/M3"
"37.7658","-122.3978","2016-06-25T21:00","OZONE","24.0","PPB"
"37.7658","-122.3978","2016-06-25T21:00","NO2","4.0","PPB"
"37.7658","-122.3978","2016-06-25T21:00","CO","0.44","PPM"
"37.7658","-122.3978","2016-06-25T22:00","PM2.5","13.2","UG/M3"
"37.7658","-122.3978","2016-06-25T22:00","OZONE","25.0","PPB"
"37.7658","-122.3978","2016-06-25T22:00","NO2","4.0","PPB"
"37.7658","-122.3978","2016-06-25T22:00","CO","0.43","PPM"
"37.7658","-122.3978","2016-06-25T23:00","PM2.5","13.7","UG/M3"
"37.7658","-122.3978","2016-06-25T23:00","OZONE","25.0","PPB"
"37.7658","-122.3978","2016-06-25T23:00","NO2","4.0","PPB"
"37.7658","-122.3978","2016-06-25T23:00","CO","0.41","PPM"
"37.7658","-122.3978","2016-06-26T00:00","PM2.5","13.8","UG/M3"
"37.7658","-122.3978","2016-06-26T00:00","OZONE","24.0","PPB"
"37.7658","-122.3978","2016-06-26T00:00","NO2","4.0","PPB"
"37.7658","-122.3978","2016-06-26T00:00","CO","0.41","PPM"
"37.7658","-122.3978","2016-06-26T01:00","PM2.5","14.0","UG/M3"
"37.7658","-122.3978","2016-06-26T01:00","OZONE","24.0","PPB"
"37.7658","-122.3978","2016-06-26T01:00","NO2","4.0","PPB"
"37.7658","-122.3978","2016-06-26T01:00","CO","0.4","PPM"
"37.7658","-122.3978","2016-06-26T02:00","PM2.5","14.1","UG/M3"
"37.7658","-122.3978","2016-06-26T02:00","OZONE","23.0","PPB"
"37.7658","-122.3978","2016-06-26T02:00","NO2","4.0","PPB"
"37.7658","-122.3978","2016-06-26T02:00","CO","0.41","PPM"
"37.7658","-122.3978","2016-06-26T03:00","PM2.5","13.9","UG/M3"
"37.7658","-122.3978","2016-06-26T03:00","OZONE","23.0","PPB"
"37.7658","-122.3978","2016-06-26T03:00","NO2","5.0","PPB"
"37.7658","-122.3978","2016-06-26T03:00","CO","0.41","PPM"
"37.7658","-122.3978","2016-06-26T04:00","PM2.5","14.3","UG/M3"
"37.7658","-122.3978","2016-06-26T04:00","OZONE","24.0","PPB"
