 1 Centrale kraftværker DK1
 2 Centrale kraftværker DK2
 3 Decentrale kraftværker DK1
 4 Decentrale kraftværker DK2
 5 Vindmøller DK1
 6 Vindmøller DK2
 7 Udveksling Jylland-Norge
 8 Udveksling Jylland-Sverige
 9 Udveksling Jylland-Tyskland
10 Udveksling Sjælland-Sverige
11 Udveksling Sjælland-Tyskland
12 Udveksling Bornholm-Sverige
13 Udveksling Fyn-Sjaelland
14 Temperatur i Malling
15 Vindhastighed i Malling
16 CO2 udledning
17 Havmøller DK
18 Landmøller DK
19 Solceller DK1
20 Solceller DK2
 
Dato og tid      ;      1 ;      2 ;      3 ;      4 ;      5 ;      6 ;      7 ;      8 ;      9 ;     10 ;     11 ;     12 ;     13 ;     14 ;     15 ;     16 ;     17 ;     18 ;     19 ;     20 ;
2016-06-09 19:10 ;    480 ;     13 ;    295 ;     82 ;   1763 ;     95 ;   1141 ;   -742 ;    -77 ;    142 ;    600 ;     23 ;   -591 ;     18 ;     10 ;    161 ;    619 ;   1239 ;    115 ;     28 ;
2016-06-09 19:15 ;    463 ;     13 ;    295 ;     82 ;   1741 ;     96 ;   1133 ;   -743 ;    -98 ;    129 ;    600 ;     23 ;   -590 ;     18 ;      7 ;    159 ;    622 ;   1216 ;    107 ;     26 ;
2016-06-09 19:20 ;    421 ;     13 ;    297 ;     82 ;   1723 ;     92 ;   1140 ;   -742 ;     -1 ;    111 ;    600 ;     23 ;   -590 ;     19 ;      6 ;    159 ;    613 ;   1202 ;     99 ;     26 ;
2016-06-09 19:25 ;    391 ;     13 ;    297 ;     81 ;   1732 ;     87 ;   1139 ;   -742 ;    -54 ;    112 ;    600 ;     23 ;   -590 ;     19 ;      8 ;    152 ;    635 ;   1183 ;     97 ;     25 ;
2016-06-09 19:30 ;    373 ;     13 ;    296 ;     82 ;   1707 ;     84 ;   1136 ;   -742 ;    -69 ;    128 ;    600 ;     23 ;   -590 ;     18 ;      7 ;    150 ;    637 ;   1154 ;     90 ;     25 ;
2016-06-09 19:35 ;    378 ;     13 ;    297 ;     82 ;   1689 ;     85 ;   1136 ;   -741 ;    -81 ;    111 ;    600 ;     23 ;   -590 ;     18 ;      9 ;    151 ;    638 ;   1136 ;     80 ;     26 ;
2016-06-09 19:40 ;    383 ;     13 ;    298 ;     82 ;   1705 ;     83 ;   1136 ;   -742 ;    -92 ;    122 ;    600 ;     23 ;   -590 ;     17 ;     10 ;    151 ;    659 ;   1129 ;     75 ;     24 ;
2016-06-09 19:45 ;    386 ;     13 ;    296 ;     82 ;   1714 ;     79 ;   1136 ;   -742 ;    -68 ;    116 ;    600 ;     23 ;   -590 ;     17 ;      8 ;    153 ;    659 ;   1134 ;     67 ;     21 ;
2016-06-09 19:50 ;    388 ;     13 ;    295 ;     82 ;   1711 ;     83 ;   1134 ;   -743 ;    -71 ;     98 ;    600 ;     23 ;   -590 ;     17 ;      6 ;    153 ;    656 ;   1138 ;     63 ;     18 ;
2016-06-09 19:55 ;    391 ;     13 ;    297 ;     81 ;   1730 ;     91 ;   1133 ;   -742 ;    -86 ;     87 ;    600 ;     22 ;   -590 ;     16 ;      4 ;    152 ;    661 ;   1160 ;     58 ;     17 ;
2016-06-09 20:00 ;    393 ;     16 ;    274 ;     81 ;   1720 ;     88 ;   1132 ;   -743 ;    -70 ;     88 ;    577 ;     22 ;   -590 ;     16 ;      6 ;    152 ;    655 ;   1153 ;     52 ;     16 ;
2016-06-09 20:05 ;    408 ;     17 ;    238 ;     82 ;   1708 ;     93 ;   1236 ;   -742 ;   -121 ;    100 ;    554 ;     22 ;   -590 ;     16 ;      7 ;    146 ;    634 ;   1167 ;     48 ;     16 ;
2016-06-09 20:10 ;    414 ;     15 ;    192 ;     81 ;   1674 ;     99 ;   1270 ;   -743 ;    -47 ;    107 ;    554 ;     22 ;   -590 ;     16 ;      5 ;    149 ;    620 ;   1152 ;     43 ;     16 ;
2016-06-09 20:15 ;    423 ;     17 ;    151 ;     81 ;   1657 ;    103 ;   1271 ;   -743 ;    -44 ;     96 ;    553 ;     22 ;   -590 ;     15 ;      9 ;    150 ;    609 ;   1151 ;     39 ;     16 ;
2016-06-09 20:20 ;    428 ;     14 ;    145 ;     81 ;   1674 ;    104 ;   1271 ;   -742 ;    -93 ;     85 ;    554 ;     22 ;   -590 ;     15 ;     10 ;    148 ;    598 ;   1180 ;     35 ;     15 ;
2016-06-09 20:25 ;    429 ;     16 ;    144 ;     81 ;   1644 ;    104 ;   1302 ;   -741 ;    -72 ;     78 ;    554 ;     21 ;   -590 ;     15 ;      6 ;    150 ;    572 ;   1177 ;     31 ;     15 ;
2016-06-09 20:30 ;    438 ;     16 ;    144 ;     81 ;   1609 ;    110 ;   1308 ;   -743 ;    -82 ;     85 ;    554 ;     21 ;   -590 ;     15 ;      7 ;    152 ;    563 ;   1156 ;     28 ;     14 ;
2016-06-09 20:35 ;    461 ;     16 ;    144 ;     82 ;   1630 ;    116 ;   1309 ;   -743 ;    -94 ;     73 ;    554 ;     21 ;   -590 ;     15 ;      6 ;    153 ;    555 ;   1191 ;     26 ;     14 ;
2016-06-09 20:40 ;    468 ;     17 ;    143 ;     82 ;   1584 ;    118 ;   1309 ;   -742 ;    -52 ;     59 ;    554 ;     21 ;   -591 ;     15 ;      7 ;    159 ;    576 ;   1126 ;     23 ;     14 ;
2016-06-09 20:45 ;    471 ;     16 ;    143 ;     82 ;   1578 ;    131 ;   1308 ;   -742 ;   -102 ;     46 ;    554 ;     21 ;   -591 ;     14 ;      8 ;    157 ;    586 ;   1124 ;     21 ;     12 ;
2016-06-09 20:50 ;    474 ;     14 ;    142 ;     81 ;   1579 ;    148 ;   1312 ;   -742 ;    -86 ;     39 ;    554 ;     21 ;   -590 ;     14 ;      8 ;    157 ;    587 ;   1139 ;     19 ;     10 ;
2016-06-09 20:55 ;    444 ;     14 ;    140 ;     80 ;   1566 ;    149 ;   1312 ;   -743 ;    -45 ;     26 ;    554 ;     20 ;   -590 ;     14 ;      7 ;    155 ;    603 ;   1111 ;     17 ;      9 ;
2016-06-09 21:00 ;    413 ;     15 ;    141 ;     80 ;   1575 ;    160 ;   1360 ;   -742 ;    -72 ;     -2 ;    576 ;     21 ;   -590 ;     14 ;      8 ;    148 ;    610 ;   1125 ;     15 ;      8 ;
2016-06-09 21:05 ;    403 ;     14 ;    139 ;     81 ;   1562 ;    143 ;   1367 ;   -742 ;    -95 ;    -19 ;    599 ;     21 ;   -590 ;     14 ;      7 ;    147 ;    610 ;   1095 ;     14 ;      7 ;
2016-06-09 21:10 ;    385 ;     14 ;    135 ;     81 ;   1602 ;    141 ;   1412 ;   -742 ;    -98 ;    -34 ;    600 ;     21 ;   -590 ;     14 ;      9 ;    141 ;    636 ;   1107 ;     12 ;      6 ;
2016-06-09 21:15 ;    392 ;     13 ;    137 ;     82 ;   1582 ;    165 ;   1418 ;   -743 ;    -96 ;    -53 ;    600 ;     21 ;   -590 ;     13 ;      9 ;    142 ;    684 ;   1064 ;     10 ;      5 ;
2016-06-09 21:20 ;    387 ;     15 ;    137 ;     81 ;   1604 ;    177 ;   1419 ;   -742 ;    -87 ;    -78 ;    600 ;     21 ;   -590 ;     13 ;     10 ;    141 ;    720 ;   1060 ;      9 ;      4 ;
2016-06-09 21:25 ;    354 ;     16 ;    138 ;     81 ;   1602 ;    192 ;   1419 ;   -742 ;    -41 ;   -108 ;    600 ;     20 ;   -590 ;     13 ;      9 ;    137 ;    728 ;   1065 ;      7 ;      3 ;
2016-06-09 21:30 ;    355 ;     13 ;    137 ;     81 ;   1603 ;    220 ;   1419 ;   -743 ;    -75 ;   -111 ;    600 ;     20 ;   -590 ;     13 ;      9 ;    134 ;    764 ;   1060 ;      6 ;      2 ;
2016-06-09 21:35 ;    355 ;     17 ;    136 ;     81 ;   1613 ;    232 ;   1419 ;   -742 ;    -97 ;   -136 ;    600 ;     20 ;   -590 ;     13 ;      9 ;    133 ;    776 ;   1069 ;      5 ;      2 ;
2016-06-09 21:40 ;    358 ;     12 ;    136 ;     81 ;   1647 ;    244 ;   1418 ;   -742 ;    -77 ;   -157 ;    600 ;     20 ;   -590 ;     12 ;      7 ;    132 ;    797 ;   1094 ;      4 ;      1 ;
2016-06-09 21:45 ;    360 ;     15 ;    138 ;     80 ;   1620 ;    257 ;   1419 ;   -742 ;    -78 ;   -180 ;    600 ;     20 ;   -590 ;     12 ;      7 ;    133 ;    822 ;   1055 ;      3 ;      1 ;
2016-06-09 21:50 ;    367 ;     12 ;    140 ;     80 ;   1625 ;    277 ;   1405 ;   -743 ;    -86 ;   -198 ;    600 ;     20 ;   -590 ;     12 ;      6 ;    133 ;    835 ;   1067 ;      2 ;      0 ;
2016-06-09 21:55 ;    345 ;     17 ;    137 ;     81 ;   1650 ;    294 ;   1391 ;   -742 ;    -53 ;   -217 ;    600 ;     19 ;   -589 ;     12 ;      5 ;    131 ;    847 ;   1096 ;      1 ;      0 ;
2016-06-09 22:00 ;    325 ;     14 ;    138 ;     81 ;   1656 ;    309 ;   1372 ;   -742 ;    -75 ;   -198 ;    600 ;     20 ;   -522 ;     12 ;      6 ;    126 ;    867 ;   1099 ;      1 ;      0 ;
2016-06-09 22:05 ;    321 ;     17 ;    133 ;     81 ;   1643 ;    321 ;   1357 ;   -742 ;    -72 ;   -212 ;    600 ;     20 ;   -520 ;     12 ;      7 ;    126 ;    893 ;   1072 ;      1 ;      0 ;
2016-06-09 22:10 ;    316 ;     18 ;    130 ;     80 ;   1639 ;    358 ;   1353 ;   -742 ;    -82 ;   -251 ;    600 ;     20 ;   -521 ;     12 ;      8 ;    123 ;    919 ;   1078 ;      0 ;      0 ;
2016-06-09 22:15 ;    316 ;     17 ;    129 ;     80 ;   1636 ;    381 ;   1339 ;   -742 ;    -87 ;   -272 ;    600 ;     20 ;   -521 ;     12 ;      7 ;    123 ;    942 ;   1076 ;      0 ;      0 ;
2016-06-09 22:20 ;    317 ;     18 ;    125 ;     79 ;   1698 ;    384 ;   1339 ;   -743 ;    -93 ;   -263 ;    600 ;     19 ;   -521 ;     12 ;      7 ;    120 ;    941 ;   1141 ;      0 ;      0 ;
2016-06-09 22:25 ;    317 ;     17 ;    126 ;     80 ;   1657 ;    411 ;   1338 ;   -743 ;    -73 ;   -285 ;    600 ;     19 ;   -521 ;     12 ;      7 ;    122 ;    960 ;   1108 ;      0 ;      0 ;
2016-06-09 22:30 ;    319 ;     16 ;    125 ;     82 ;   1632 ;    416 ;   1339 ;   -742 ;    -84 ;   -298 ;    600 ;     18 ;   -520 ;     11 ;      9 ;    122 ;    942 ;   1106 ;      0 ;      0 ;
2016-06-09 22:35 ;    321 ;     18 ;    126 ;     81 ;   1656 ;    428 ;   1339 ;   -743 ;    -90 ;   -324 ;    600 ;     18 ;   -520 ;     12 ;      7 ;    121 ;    954 ;   1129 ;      0 ;      0 ;
2016-06-09 22:40 ;    328 ;     15 ;    125 ;     82 ;   1688 ;    437 ;   1338 ;   -742 ;   -133 ;   -338 ;    600 ;     18 ;   -519 ;     11 ;      7 ;    118 ;    962 ;   1162 ;      0 ;      0 ;
2016-06-09 22:45 ;    330 ;     14 ;    125 ;     82 ;   1693 ;    435 ;   1338 ;   -742 ;   -139 ;   -351 ;    600 ;     17 ;   -521 ;     11 ;      8 ;    118 ;    962 ;   1167 ;      0 ;      0 ;
2016-06-09 22:50 ;    328 ;     15 ;    125 ;     81 ;   1730 ;    431 ;   1304 ;   -742 ;   -131 ;   -327 ;    600 ;     17 ;   -521 ;     11 ;      8 ;    117 ;    969 ;   1191 ;      0 ;      0 ;
2016-06-09 22:55 ;    326 ;     15 ;    125 ;     80 ;   1732 ;    450 ;   1259 ;   -743 ;   -122 ;   -387 ;    600 ;     17 ;   -520 ;     11 ;      7 ;    117 ;    982 ;   1200 ;      0 ;      0 ;
2016-06-09 23:00 ;    322 ;     13 ;    124 ;     80 ;   1742 ;    454 ;   1222 ;   -743 ;    -35 ;   -468 ;    600 ;     16 ;   -587 ;     11 ;      8 ;    119 ;    988 ;   1209 ;      0 ;      0 ;
2016-06-09 23:05 ;    323 ;     14 ;    124 ;     79 ;   1721 ;    467 ;   1176 ;   -742 ;    -45 ;   -492 ;    600 ;     15 ;   -590 ;     11 ;      8 ;    119 ;   1001 ;   1186 ;      0 ;      0 ;
2016-06-09 23:10 ;    321 ;     10 ;    125 ;     80 ;   1726 ;    468 ;   1140 ;   -742 ;    -42 ;   -506 ;    599 ;     15 ;   -590 ;     11 ;      7 ;    118 ;    987 ;   1206 ;      0 ;      0 ;
2016-06-09 23:15 ;    321 ;     13 ;    125 ;     80 ;   1730 ;    475 ;   1098 ;   -743 ;    -21 ;   -525 ;    600 ;     13 ;   -590 ;     11 ;      7 ;    118 ;    995 ;   1210 ;      0 ;      0 ;
2016-06-09 23:20 ;    322 ;     10 ;    127 ;     80 ;   1757 ;    481 ;   1098 ;   -742 ;    -63 ;   -535 ;    600 ;     13 ;   -591 ;     11 ;      9 ;    115 ;   1011 ;   1228 ;      0 ;      0 ;
2016-06-09 23:25 ;    323 ;     12 ;    125 ;     80 ;   1758 ;    486 ;   1099 ;   -742 ;    -64 ;   -543 ;    600 ;     13 ;   -590 ;     11 ;      8 ;    115 ;   1008 ;   1236 ;      0 ;      0 ;
2016-06-09 23:30 ;    321 ;      7 ;    124 ;     81 ;   1803 ;    484 ;   1097 ;   -742 ;    -67 ;   -544 ;    600 ;     13 ;   -590 ;     11 ;      9 ;    112 ;   1025 ;   1263 ;      0 ;      0 ;
2016-06-09 23:35 ;    320 ;     13 ;    124 ;     81 ;   1769 ;    489 ;   1098 ;   -743 ;    -67 ;   -561 ;    600 ;     12 ;   -590 ;     11 ;      8 ;    113 ;   1013 ;   1245 ;      0 ;      0 ;
2016-06-09 23:40 ;    310 ;     11 ;    126 ;     81 ;   1791 ;    490 ;   1099 ;   -742 ;    -68 ;   -556 ;    600 ;     12 ;   -590 ;     11 ;      9 ;    111 ;   1007 ;   1274 ;      0 ;      0 ;
2016-06-09 23:45 ;    300 ;      9 ;    126 ;     81 ;   1814 ;    477 ;   1098 ;   -742 ;    -57 ;   -564 ;    600 ;     12 ;   -590 ;     11 ;      7 ;    109 ;   1002 ;   1288 ;      0 ;      0 ;
2016-06-09 23:50 ;    287 ;     11 ;    126 ;     81 ;   1842 ;    478 ;   1011 ;   -742 ;    -88 ;   -484 ;    600 ;     11 ;   -494 ;     11 ;      6 ;    105 ;   1006 ;   1314 ;      0 ;      0 ;
2016-06-09 23:55 ;    284 ;     13 ;    126 ;     82 ;   1830 ;    469 ;    916 ;   -741 ;    -57 ;   -449 ;    600 ;     11 ;   -456 ;     10 ;      9 ;    107 ;    994 ;   1305 ;      0 ;      0 ;
